,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,name,red,green,blue,red_edge,nir,field,date,class,season,crop,soil,path,binary_class,dataset_type
2943,4412,10058,10058,10058,IMG_0027_,IMG_0027_3_3_0023SET_registered.tif,IMG_0027_2_3_0023SET_registered.tif,IMG_0027_1_3_0023SET_registered.tif,IMG_0027_5_3_0023SET_registered.tif,IMG_0027_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2944,4413,10059,10059,10059,IMG_0061_,IMG_0061_3_3_0023SET_registered.tif,IMG_0061_2_3_0023SET_registered.tif,IMG_0061_1_3_0023SET_registered.tif,IMG_0061_5_3_0023SET_registered.tif,IMG_0061_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2945,4414,10060,10060,10060,IMG_0045_,IMG_0045_3_3_0023SET_registered.tif,IMG_0045_2_3_0023SET_registered.tif,IMG_0045_1_3_0023SET_registered.tif,IMG_0045_5_3_0023SET_registered.tif,IMG_0045_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2946,4415,10061,10061,10061,IMG_0033_,IMG_0033_3_3_0023SET_registered.tif,IMG_0033_2_3_0023SET_registered.tif,IMG_0033_1_3_0023SET_registered.tif,IMG_0033_5_3_0023SET_registered.tif,IMG_0033_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2947,4416,10062,10062,10062,IMG_0088_,IMG_0088_3_3_0023SET_registered.tif,IMG_0088_2_3_0023SET_registered.tif,IMG_0088_1_3_0023SET_registered.tif,IMG_0088_5_3_0023SET_registered.tif,IMG_0088_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2948,4417,10063,10063,10063,IMG_0084_,IMG_0084_3_3_0023SET_registered.tif,IMG_0084_2_3_0023SET_registered.tif,IMG_0084_1_3_0023SET_registered.tif,IMG_0084_5_3_0023SET_registered.tif,IMG_0084_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2949,4418,10064,10064,10064,IMG_0024_,IMG_0024_3_3_0023SET_registered.tif,IMG_0024_2_3_0023SET_registered.tif,IMG_0024_1_3_0023SET_registered.tif,IMG_0024_5_3_0023SET_registered.tif,IMG_0024_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2950,4419,10065,10065,10065,IMG_0071_,IMG_0071_3_3_0023SET_registered.tif,IMG_0071_2_3_0023SET_registered.tif,IMG_0071_1_3_0023SET_registered.tif,IMG_0071_5_3_0023SET_registered.tif,IMG_0071_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2951,4420,10066,10066,10066,IMG_0097_,IMG_0097_3_3_0023SET_registered.tif,IMG_0097_2_3_0023SET_registered.tif,IMG_0097_1_3_0023SET_registered.tif,IMG_0097_5_3_0023SET_registered.tif,IMG_0097_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2952,4421,10067,10067,10067,IMG_0073_,IMG_0073_3_3_0023SET_registered.tif,IMG_0073_2_3_0023SET_registered.tif,IMG_0073_1_3_0023SET_registered.tif,IMG_0073_5_3_0023SET_registered.tif,IMG_0073_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2953,4422,10068,10068,10068,IMG_0040_,IMG_0040_3_3_0023SET_registered.tif,IMG_0040_2_3_0023SET_registered.tif,IMG_0040_1_3_0023SET_registered.tif,IMG_0040_5_3_0023SET_registered.tif,IMG_0040_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2954,4423,10069,10069,10069,IMG_0038_,IMG_0038_3_3_0023SET_registered.tif,IMG_0038_2_3_0023SET_registered.tif,IMG_0038_1_3_0023SET_registered.tif,IMG_0038_5_3_0023SET_registered.tif,IMG_0038_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2955,4424,10070,10070,10070,IMG_0094_,IMG_0094_3_3_0023SET_registered.tif,IMG_0094_2_3_0023SET_registered.tif,IMG_0094_1_3_0023SET_registered.tif,IMG_0094_5_3_0023SET_registered.tif,IMG_0094_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2956,4425,10071,10071,10071,IMG_0077_,IMG_0077_3_3_0023SET_registered.tif,IMG_0077_2_3_0023SET_registered.tif,IMG_0077_1_3_0023SET_registered.tif,IMG_0077_5_3_0023SET_registered.tif,IMG_0077_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2957,4426,10072,10072,10072,IMG_0079_,IMG_0079_3_3_0023SET_registered.tif,IMG_0079_2_3_0023SET_registered.tif,IMG_0079_1_3_0023SET_registered.tif,IMG_0079_5_3_0023SET_registered.tif,IMG_0079_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2958,4427,10073,10073,10073,IMG_0006_,IMG_0006_3_3_0023SET_registered.tif,IMG_0006_2_3_0023SET_registered.tif,IMG_0006_1_3_0023SET_registered.tif,IMG_0006_5_3_0023SET_registered.tif,IMG_0006_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2959,4428,10074,10074,10074,IMG_0019_,IMG_0019_3_3_0023SET_registered.tif,IMG_0019_2_3_0023SET_registered.tif,IMG_0019_1_3_0023SET_registered.tif,IMG_0019_5_3_0023SET_registered.tif,IMG_0019_4_3_0023SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,val
2960,4429,10075,10075,10075,IMG_0009_,IMG_0009_3_3_0024SET_registered.tif,IMG_0009_2_3_0024SET_registered.tif,IMG_0009_1_3_0024SET_registered.tif,IMG_0009_5_3_0024SET_registered.tif,IMG_0009_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2961,4430,10076,10076,10076,IMG_0002_,IMG_0002_3_3_0024SET_registered.tif,IMG_0002_2_3_0024SET_registered.tif,IMG_0002_1_3_0024SET_registered.tif,IMG_0002_5_3_0024SET_registered.tif,IMG_0002_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2962,4431,10077,10077,10077,IMG_0014_,IMG_0014_3_3_0024SET_registered.tif,IMG_0014_2_3_0024SET_registered.tif,IMG_0014_1_3_0024SET_registered.tif,IMG_0014_5_3_0024SET_registered.tif,IMG_0014_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2963,4432,10078,10078,10078,IMG_0013_,IMG_0013_3_3_0024SET_registered.tif,IMG_0013_2_3_0024SET_registered.tif,IMG_0013_1_3_0024SET_registered.tif,IMG_0013_5_3_0024SET_registered.tif,IMG_0013_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2964,4433,10079,10079,10079,IMG_0007_,IMG_0007_3_3_0024SET_registered.tif,IMG_0007_2_3_0024SET_registered.tif,IMG_0007_1_3_0024SET_registered.tif,IMG_0007_5_3_0024SET_registered.tif,IMG_0007_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2965,4434,10080,10080,10080,IMG_0021_,IMG_0021_3_3_0024SET_registered.tif,IMG_0021_2_3_0024SET_registered.tif,IMG_0021_1_3_0024SET_registered.tif,IMG_0021_5_3_0024SET_registered.tif,IMG_0021_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2966,4435,10081,10081,10081,IMG_0011_,IMG_0011_3_3_0024SET_registered.tif,IMG_0011_2_3_0024SET_registered.tif,IMG_0011_1_3_0024SET_registered.tif,IMG_0011_5_3_0024SET_registered.tif,IMG_0011_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2967,4436,10082,10082,10082,IMG_0022_,IMG_0022_3_3_0024SET_registered.tif,IMG_0022_2_3_0024SET_registered.tif,IMG_0022_1_3_0024SET_registered.tif,IMG_0022_5_3_0024SET_registered.tif,IMG_0022_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2968,4437,10083,10083,10083,IMG_0017_,IMG_0017_3_3_0024SET_registered.tif,IMG_0017_2_3_0024SET_registered.tif,IMG_0017_1_3_0024SET_registered.tif,IMG_0017_5_3_0024SET_registered.tif,IMG_0017_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2969,4438,10084,10084,10084,IMG_0008_,IMG_0008_3_3_0024SET_registered.tif,IMG_0008_2_3_0024SET_registered.tif,IMG_0008_1_3_0024SET_registered.tif,IMG_0008_5_3_0024SET_registered.tif,IMG_0008_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2970,4439,10085,10085,10085,IMG_0020_,IMG_0020_3_3_0024SET_registered.tif,IMG_0020_2_3_0024SET_registered.tif,IMG_0020_1_3_0024SET_registered.tif,IMG_0020_5_3_0024SET_registered.tif,IMG_0020_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2971,4440,10086,10086,10086,IMG_0010_,IMG_0010_3_3_0024SET_registered.tif,IMG_0010_2_3_0024SET_registered.tif,IMG_0010_1_3_0024SET_registered.tif,IMG_0010_5_3_0024SET_registered.tif,IMG_0010_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2972,4441,10087,10087,10087,IMG_0006_,IMG_0006_3_3_0024SET_registered.tif,IMG_0006_2_3_0024SET_registered.tif,IMG_0006_1_3_0024SET_registered.tif,IMG_0006_5_3_0024SET_registered.tif,IMG_0006_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2973,4442,10088,10088,10088,IMG_0016_,IMG_0016_3_3_0024SET_registered.tif,IMG_0016_2_3_0024SET_registered.tif,IMG_0016_1_3_0024SET_registered.tif,IMG_0016_5_3_0024SET_registered.tif,IMG_0016_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2974,4443,10089,10089,10089,IMG_0012_,IMG_0012_3_3_0024SET_registered.tif,IMG_0012_2_3_0024SET_registered.tif,IMG_0012_1_3_0024SET_registered.tif,IMG_0012_5_3_0024SET_registered.tif,IMG_0012_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2975,4444,10090,10090,10090,IMG_0018_,IMG_0018_3_3_0024SET_registered.tif,IMG_0018_2_3_0024SET_registered.tif,IMG_0018_1_3_0024SET_registered.tif,IMG_0018_5_3_0024SET_registered.tif,IMG_0018_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2976,4445,10091,10091,10091,IMG_0019_,IMG_0019_3_3_0024SET_registered.tif,IMG_0019_2_3_0024SET_registered.tif,IMG_0019_1_3_0024SET_registered.tif,IMG_0019_5_3_0024SET_registered.tif,IMG_0019_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2977,4446,10092,10092,10092,IMG_0015_,IMG_0015_3_3_0024SET_registered.tif,IMG_0015_2_3_0024SET_registered.tif,IMG_0015_1_3_0024SET_registered.tif,IMG_0015_5_3_0024SET_registered.tif,IMG_0015_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2978,4447,10093,10093,10093,IMG_0005_,IMG_0005_3_3_0024SET_registered.tif,IMG_0005_2_3_0024SET_registered.tif,IMG_0005_1_3_0024SET_registered.tif,IMG_0005_5_3_0024SET_registered.tif,IMG_0005_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2979,4448,10094,10094,10094,IMG_0004_,IMG_0004_3_3_0024SET_registered.tif,IMG_0004_2_3_0024SET_registered.tif,IMG_0004_1_3_0024SET_registered.tif,IMG_0004_5_3_0024SET_registered.tif,IMG_0004_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2980,4449,10095,10095,10095,IMG_0003_,IMG_0003_3_3_0024SET_registered.tif,IMG_0003_2_3_0024SET_registered.tif,IMG_0003_1_3_0024SET_registered.tif,IMG_0003_5_3_0024SET_registered.tif,IMG_0003_4_3_0024SET_registered.tif,Field84,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field84/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,val
2981,4450,10380,10380,10380,IMG_0029_,IMG_0029_3_2_0074SET_registered.tif,IMG_0029_2_2_0074SET_registered.tif,IMG_0029_1_2_0074SET_registered.tif,IMG_0029_5_2_0074SET_registered.tif,IMG_0029_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2982,4451,10381,10381,10381,IMG_0069_,IMG_0069_3_2_0074SET_registered.tif,IMG_0069_2_2_0074SET_registered.tif,IMG_0069_1_2_0074SET_registered.tif,IMG_0069_5_2_0074SET_registered.tif,IMG_0069_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2983,4452,10382,10382,10382,IMG_0051_,IMG_0051_3_2_0074SET_registered.tif,IMG_0051_2_2_0074SET_registered.tif,IMG_0051_1_2_0074SET_registered.tif,IMG_0051_5_2_0074SET_registered.tif,IMG_0051_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2984,4453,10383,10383,10383,IMG_0037_,IMG_0037_3_2_0074SET_registered.tif,IMG_0037_2_2_0074SET_registered.tif,IMG_0037_1_2_0074SET_registered.tif,IMG_0037_5_2_0074SET_registered.tif,IMG_0037_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2985,4454,10384,10384,10384,IMG_0048_,IMG_0048_3_2_0074SET_registered.tif,IMG_0048_2_2_0074SET_registered.tif,IMG_0048_1_2_0074SET_registered.tif,IMG_0048_5_2_0074SET_registered.tif,IMG_0048_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2986,4455,10385,10385,10385,IMG_0088_,IMG_0088_3_2_0074SET_registered.tif,IMG_0088_2_2_0074SET_registered.tif,IMG_0088_1_2_0074SET_registered.tif,IMG_0088_5_2_0074SET_registered.tif,IMG_0088_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2987,4456,10386,10386,10386,IMG_0036_,IMG_0036_3_2_0074SET_registered.tif,IMG_0036_2_2_0074SET_registered.tif,IMG_0036_1_2_0074SET_registered.tif,IMG_0036_5_2_0074SET_registered.tif,IMG_0036_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2988,4457,10387,10387,10387,IMG_0097_,IMG_0097_3_2_0074SET_registered.tif,IMG_0097_2_2_0074SET_registered.tif,IMG_0097_1_2_0074SET_registered.tif,IMG_0097_5_2_0074SET_registered.tif,IMG_0097_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2989,4458,10388,10388,10388,IMG_0008_,IMG_0008_3_2_0074SET_registered.tif,IMG_0008_2_2_0074SET_registered.tif,IMG_0008_1_2_0074SET_registered.tif,IMG_0008_5_2_0074SET_registered.tif,IMG_0008_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2990,4459,10389,10389,10389,IMG_0030_,IMG_0030_3_2_0074SET_registered.tif,IMG_0030_2_2_0074SET_registered.tif,IMG_0030_1_2_0074SET_registered.tif,IMG_0030_5_2_0074SET_registered.tif,IMG_0030_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2991,4460,10390,10390,10390,IMG_0043_,IMG_0043_3_2_0074SET_registered.tif,IMG_0043_2_2_0074SET_registered.tif,IMG_0043_1_2_0074SET_registered.tif,IMG_0043_5_2_0074SET_registered.tif,IMG_0043_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2992,4461,10391,10391,10391,IMG_0025_,IMG_0025_3_2_0074SET_registered.tif,IMG_0025_2_2_0074SET_registered.tif,IMG_0025_1_2_0074SET_registered.tif,IMG_0025_5_2_0074SET_registered.tif,IMG_0025_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2993,4462,10392,10392,10392,IMG_0017_,IMG_0017_3_2_0074SET_registered.tif,IMG_0017_2_2_0074SET_registered.tif,IMG_0017_1_2_0074SET_registered.tif,IMG_0017_5_2_0074SET_registered.tif,IMG_0017_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2994,4463,10393,10393,10393,IMG_0035_,IMG_0035_3_2_0074SET_registered.tif,IMG_0035_2_2_0074SET_registered.tif,IMG_0035_1_2_0074SET_registered.tif,IMG_0035_5_2_0074SET_registered.tif,IMG_0035_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2995,4464,10394,10394,10394,IMG_0015_,IMG_0015_3_2_0074SET_registered.tif,IMG_0015_2_2_0074SET_registered.tif,IMG_0015_1_2_0074SET_registered.tif,IMG_0015_5_2_0074SET_registered.tif,IMG_0015_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2996,4465,10395,10395,10395,IMG_0096_,IMG_0096_3_2_0074SET_registered.tif,IMG_0096_2_2_0074SET_registered.tif,IMG_0096_1_2_0074SET_registered.tif,IMG_0096_5_2_0074SET_registered.tif,IMG_0096_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2997,4466,10396,10396,10396,IMG_0024_,IMG_0024_3_2_0074SET_registered.tif,IMG_0024_2_2_0074SET_registered.tif,IMG_0024_1_2_0074SET_registered.tif,IMG_0024_5_2_0074SET_registered.tif,IMG_0024_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2998,4467,10397,10397,10397,IMG_0014_,IMG_0014_3_2_0074SET_registered.tif,IMG_0014_2_2_0074SET_registered.tif,IMG_0014_1_2_0074SET_registered.tif,IMG_0014_5_2_0074SET_registered.tif,IMG_0014_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
2999,4468,10398,10398,10398,IMG_0054_,IMG_0054_3_2_0074SET_registered.tif,IMG_0054_2_2_0074SET_registered.tif,IMG_0054_1_2_0074SET_registered.tif,IMG_0054_5_2_0074SET_registered.tif,IMG_0054_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
3000,4469,10399,10399,10399,IMG_0084_,IMG_0084_3_2_0074SET_registered.tif,IMG_0084_2_2_0074SET_registered.tif,IMG_0084_1_2_0074SET_registered.tif,IMG_0084_5_2_0074SET_registered.tif,IMG_0084_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
3001,4470,10400,10400,10400,IMG_0019_,IMG_0019_3_2_0074SET_registered.tif,IMG_0019_2_2_0074SET_registered.tif,IMG_0019_1_2_0074SET_registered.tif,IMG_0019_5_2_0074SET_registered.tif,IMG_0019_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
3002,4471,10401,10401,10401,IMG_0023_,IMG_0023_3_2_0074SET_registered.tif,IMG_0023_2_2_0074SET_registered.tif,IMG_0023_1_2_0074SET_registered.tif,IMG_0023_5_2_0074SET_registered.tif,IMG_0023_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
3003,4472,10402,10402,10402,IMG_0032_,IMG_0032_3_2_0074SET_registered.tif,IMG_0032_2_2_0074SET_registered.tif,IMG_0032_1_2_0074SET_registered.tif,IMG_0032_5_2_0074SET_registered.tif,IMG_0032_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
3004,4473,10403,10403,10403,IMG_0041_,IMG_0041_3_2_0074SET_registered.tif,IMG_0041_2_2_0074SET_registered.tif,IMG_0041_1_2_0074SET_registered.tif,IMG_0041_5_2_0074SET_registered.tif,IMG_0041_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
3005,4474,10404,10404,10404,IMG_0073_,IMG_0073_3_2_0074SET_registered.tif,IMG_0073_2_2_0074SET_registered.tif,IMG_0073_1_2_0074SET_registered.tif,IMG_0073_5_2_0074SET_registered.tif,IMG_0073_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
3006,4475,10405,10405,10405,IMG_0058_,IMG_0058_3_2_0074SET_registered.tif,IMG_0058_2_2_0074SET_registered.tif,IMG_0058_1_2_0074SET_registered.tif,IMG_0058_5_2_0074SET_registered.tif,IMG_0058_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
3007,4476,10406,10406,10406,IMG_0063_,IMG_0063_3_2_0074SET_registered.tif,IMG_0063_2_2_0074SET_registered.tif,IMG_0063_1_2_0074SET_registered.tif,IMG_0063_5_2_0074SET_registered.tif,IMG_0063_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
3008,4477,10407,10407,10407,IMG_0056_,IMG_0056_3_2_0074SET_registered.tif,IMG_0056_2_2_0074SET_registered.tif,IMG_0056_1_2_0074SET_registered.tif,IMG_0056_5_2_0074SET_registered.tif,IMG_0056_4_2_0074SET_registered.tif,Field64,2021-02-03,no_blackgrass,early,winter_wheat,type7,../data/Field64/2021-02-03/no_blackgrass,no_blackgrass,val
