,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,red,green,blue,red_edge,nir,field,date,class,season,crop,soil,path,binary_class,dataset_type
4604,10534,10534,10534,IMG_0020_,IMG_0020_3_3_0177SET_registered.tif,IMG_0020_2_3_0167SET_registered.tif,IMG_0020_1_3_0177SET_registered.tif,IMG_0020_5_3_0177SET_registered.tif,IMG_0020_4_3_0167SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4605,10535,10535,10535,IMG_0089_,IMG_0089_3_3_0166SET_registered.tif,IMG_0089_2_3_0166SET_registered.tif,IMG_0089_1_3_0166SET_registered.tif,IMG_0089_5_3_0166SET_registered.tif,IMG_0089_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4606,10536,10536,10536,IMG_0073_,IMG_0073_3_3_0166SET_registered.tif,IMG_0073_2_3_0166SET_registered.tif,IMG_0073_1_3_0166SET_registered.tif,IMG_0073_5_3_0166SET_registered.tif,IMG_0073_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4607,10537,10537,10537,IMG_0017_,IMG_0017_3_3_0167SET_registered.tif,IMG_0017_2_3_0166SET_registered.tif,IMG_0017_1_3_0177SET_registered.tif,IMG_0017_5_3_0167SET_registered.tif,IMG_0017_4_3_0167SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4608,10538,10538,10538,IMG_0008_,IMG_0008_3_3_0177SET_registered.tif,IMG_0008_2_3_0177SET_registered.tif,IMG_0008_1_3_0167SET_registered.tif,IMG_0008_5_3_0166SET_registered.tif,IMG_0008_4_3_0167SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4609,10539,10539,10539,IMG_0019_,IMG_0019_3_3_0167SET_registered.tif,IMG_0019_2_3_0167SET_registered.tif,IMG_0019_1_3_0177SET_registered.tif,IMG_0019_5_3_0177SET_registered.tif,IMG_0019_4_3_0177SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4610,10540,10540,10540,IMG_0011_,IMG_0011_3_3_0177SET_registered.tif,IMG_0011_2_3_0177SET_registered.tif,IMG_0011_1_3_0167SET_registered.tif,IMG_0011_5_3_0167SET_registered.tif,IMG_0011_4_3_0177SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4611,10541,10541,10541,IMG_0013_,IMG_0013_3_3_0177SET_registered.tif,IMG_0013_2_3_0166SET_registered.tif,IMG_0013_1_3_0166SET_registered.tif,IMG_0013_5_3_0167SET_registered.tif,IMG_0013_4_3_0167SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4612,10542,10542,10542,IMG_0078_,IMG_0078_3_3_0166SET_registered.tif,IMG_0078_2_3_0166SET_registered.tif,IMG_0078_1_3_0166SET_registered.tif,IMG_0078_5_3_0166SET_registered.tif,IMG_0078_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4613,10543,10543,10543,IMG_0080_,IMG_0080_3_3_0166SET_registered.tif,IMG_0080_2_3_0166SET_registered.tif,IMG_0080_1_3_0166SET_registered.tif,IMG_0080_5_3_0166SET_registered.tif,IMG_0080_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4614,10544,10544,10544,IMG_0043_,IMG_0043_3_3_0167SET_registered.tif,IMG_0043_2_3_0177SET_registered.tif,IMG_0043_1_3_0177SET_registered.tif,IMG_0043_5_3_0167SET_registered.tif,IMG_0043_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4615,10545,10545,10545,IMG_0052_,IMG_0052_3_3_0177SET_registered.tif,IMG_0052_2_3_0177SET_registered.tif,IMG_0052_1_3_0177SET_registered.tif,IMG_0052_5_3_0166SET_registered.tif,IMG_0052_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4616,10546,10546,10546,IMG_0047_,IMG_0047_3_3_0177SET_registered.tif,IMG_0047_2_3_0166SET_registered.tif,IMG_0047_1_3_0166SET_registered.tif,IMG_0047_5_3_0167SET_registered.tif,IMG_0047_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4617,10547,10547,10547,IMG_0048_,IMG_0048_3_3_0166SET_registered.tif,IMG_0048_2_3_0177SET_registered.tif,IMG_0048_1_3_0177SET_registered.tif,IMG_0048_5_3_0166SET_registered.tif,IMG_0048_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4618,10548,10548,10548,IMG_0069_,IMG_0069_3_3_0166SET_registered.tif,IMG_0069_2_3_0166SET_registered.tif,IMG_0069_1_3_0166SET_registered.tif,IMG_0069_5_3_0166SET_registered.tif,IMG_0069_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4619,10549,10549,10549,IMG_0088_,IMG_0088_3_3_0166SET_registered.tif,IMG_0088_2_3_0166SET_registered.tif,IMG_0088_1_3_0166SET_registered.tif,IMG_0088_5_3_0166SET_registered.tif,IMG_0088_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4620,10550,10550,10550,IMG_0067_,IMG_0067_3_3_0166SET_registered.tif,IMG_0067_2_3_0166SET_registered.tif,IMG_0067_1_3_0166SET_registered.tif,IMG_0067_5_3_0166SET_registered.tif,IMG_0067_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4621,10551,10551,10551,IMG_0049_,IMG_0049_3_3_0166SET_registered.tif,IMG_0049_2_3_0166SET_registered.tif,IMG_0049_1_3_0177SET_registered.tif,IMG_0049_5_3_0166SET_registered.tif,IMG_0049_4_3_0177SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4622,10552,10552,10552,IMG_0012_,IMG_0012_3_3_0166SET_registered.tif,IMG_0012_2_3_0167SET_registered.tif,IMG_0012_1_3_0167SET_registered.tif,IMG_0012_5_3_0177SET_registered.tif,IMG_0012_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4623,10553,10553,10553,IMG_0063_,IMG_0063_3_3_0177SET_registered.tif,IMG_0063_2_3_0166SET_registered.tif,IMG_0063_1_3_0166SET_registered.tif,IMG_0063_5_3_0177SET_registered.tif,IMG_0063_4_3_0177SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4624,10554,10554,10554,IMG_0030_,IMG_0030_3_3_0177SET_registered.tif,IMG_0030_2_3_0166SET_registered.tif,IMG_0030_1_3_0167SET_registered.tif,IMG_0030_5_3_0167SET_registered.tif,IMG_0030_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4625,10555,10555,10555,IMG_0056_,IMG_0056_3_3_0177SET_registered.tif,IMG_0056_2_3_0166SET_registered.tif,IMG_0056_1_3_0166SET_registered.tif,IMG_0056_5_3_0166SET_registered.tif,IMG_0056_4_3_0177SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4626,10556,10556,10556,IMG_0077_,IMG_0077_3_3_0166SET_registered.tif,IMG_0077_2_3_0166SET_registered.tif,IMG_0077_1_3_0166SET_registered.tif,IMG_0077_5_3_0166SET_registered.tif,IMG_0077_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4627,10557,10557,10557,IMG_0061_,IMG_0061_3_3_0166SET_registered.tif,IMG_0061_2_3_0177SET_registered.tif,IMG_0061_1_3_0177SET_registered.tif,IMG_0061_5_3_0177SET_registered.tif,IMG_0061_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4628,10558,10558,10558,IMG_0072_,IMG_0072_3_3_0166SET_registered.tif,IMG_0072_2_3_0166SET_registered.tif,IMG_0072_1_3_0166SET_registered.tif,IMG_0072_5_3_0166SET_registered.tif,IMG_0072_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4629,10559,10559,10559,IMG_0079_,IMG_0079_3_3_0166SET_registered.tif,IMG_0079_2_3_0166SET_registered.tif,IMG_0079_1_3_0166SET_registered.tif,IMG_0079_5_3_0166SET_registered.tif,IMG_0079_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4630,10560,10560,10560,IMG_0038_,IMG_0038_3_3_0167SET_registered.tif,IMG_0038_2_3_0177SET_registered.tif,IMG_0038_1_3_0166SET_registered.tif,IMG_0038_5_3_0166SET_registered.tif,IMG_0038_4_3_0167SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4631,10561,10561,10561,IMG_0058_,IMG_0058_3_3_0177SET_registered.tif,IMG_0058_2_3_0177SET_registered.tif,IMG_0058_1_3_0177SET_registered.tif,IMG_0058_5_3_0177SET_registered.tif,IMG_0058_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4632,10562,10562,10562,IMG_0044_,IMG_0044_3_3_0177SET_registered.tif,IMG_0044_2_3_0177SET_registered.tif,IMG_0044_1_3_0167SET_registered.tif,IMG_0044_5_3_0166SET_registered.tif,IMG_0044_4_3_0177SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4633,10563,10563,10563,IMG_0053_,IMG_0053_3_3_0166SET_registered.tif,IMG_0053_2_3_0166SET_registered.tif,IMG_0053_1_3_0166SET_registered.tif,IMG_0053_5_3_0177SET_registered.tif,IMG_0053_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4634,10564,10564,10564,IMG_0085_,IMG_0085_3_3_0166SET_registered.tif,IMG_0085_2_3_0166SET_registered.tif,IMG_0085_1_3_0166SET_registered.tif,IMG_0085_5_3_0166SET_registered.tif,IMG_0085_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4635,10565,10565,10565,IMG_0055_,IMG_0055_3_3_0166SET_registered.tif,IMG_0055_2_3_0166SET_registered.tif,IMG_0055_1_3_0166SET_registered.tif,IMG_0055_5_3_0166SET_registered.tif,IMG_0055_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4636,10566,10566,10566,IMG_0064_,IMG_0064_3_3_0177SET_registered.tif,IMG_0064_2_3_0177SET_registered.tif,IMG_0064_1_3_0177SET_registered.tif,IMG_0064_5_3_0166SET_registered.tif,IMG_0064_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4637,10567,10567,10567,IMG_0086_,IMG_0086_3_3_0166SET_registered.tif,IMG_0086_2_3_0166SET_registered.tif,IMG_0086_1_3_0166SET_registered.tif,IMG_0086_5_3_0166SET_registered.tif,IMG_0086_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4638,10568,10568,10568,IMG_0076_,IMG_0076_3_3_0166SET_registered.tif,IMG_0076_2_3_0166SET_registered.tif,IMG_0076_1_3_0166SET_registered.tif,IMG_0076_5_3_0166SET_registered.tif,IMG_0076_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,val
4639,10569,10569,10569,IMG_0016_,IMG_0016_3_3_0169SET_registered.tif,IMG_0016_2_3_0169SET_registered.tif,IMG_0016_1_3_0169SET_registered.tif,IMG_0016_5_3_0169SET_registered.tif,IMG_0016_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4640,10570,10570,10570,IMG_0003_,IMG_0003_3_3_0169SET_registered.tif,IMG_0003_2_3_0169SET_registered.tif,IMG_0003_1_3_0169SET_registered.tif,IMG_0003_5_3_0169SET_registered.tif,IMG_0003_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4641,10571,10571,10571,IMG_0014_,IMG_0014_3_3_0169SET_registered.tif,IMG_0014_2_3_0169SET_registered.tif,IMG_0014_1_3_0169SET_registered.tif,IMG_0014_5_3_0169SET_registered.tif,IMG_0014_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4642,10572,10572,10572,IMG_0019_,IMG_0019_3_3_0169SET_registered.tif,IMG_0019_2_3_0169SET_registered.tif,IMG_0019_1_3_0169SET_registered.tif,IMG_0019_5_3_0169SET_registered.tif,IMG_0019_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4643,10573,10573,10573,IMG_0008_,IMG_0008_3_3_0169SET_registered.tif,IMG_0008_2_3_0169SET_registered.tif,IMG_0008_1_3_0169SET_registered.tif,IMG_0008_5_3_0169SET_registered.tif,IMG_0008_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4644,10574,10574,10574,IMG_0021_,IMG_0021_3_3_0169SET_registered.tif,IMG_0021_2_3_0169SET_registered.tif,IMG_0021_1_3_0169SET_registered.tif,IMG_0021_5_3_0169SET_registered.tif,IMG_0021_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4645,10575,10575,10575,IMG_0017_,IMG_0017_3_3_0169SET_registered.tif,IMG_0017_2_3_0169SET_registered.tif,IMG_0017_1_3_0169SET_registered.tif,IMG_0017_5_3_0169SET_registered.tif,IMG_0017_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4646,10576,10576,10576,IMG_0001_,IMG_0001_3_3_0169SET_registered.tif,IMG_0001_2_3_0169SET_registered.tif,IMG_0001_1_3_0169SET_registered.tif,IMG_0001_5_3_0169SET_registered.tif,IMG_0001_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4647,10577,10577,10577,IMG_0007_,IMG_0007_3_3_0169SET_registered.tif,IMG_0007_2_3_0169SET_registered.tif,IMG_0007_1_3_0169SET_registered.tif,IMG_0007_5_3_0169SET_registered.tif,IMG_0007_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4648,10578,10578,10578,IMG_0013_,IMG_0013_3_3_0169SET_registered.tif,IMG_0013_2_3_0169SET_registered.tif,IMG_0013_1_3_0169SET_registered.tif,IMG_0013_5_3_0169SET_registered.tif,IMG_0013_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4649,10579,10579,10579,IMG_0010_,IMG_0010_3_3_0169SET_registered.tif,IMG_0010_2_3_0169SET_registered.tif,IMG_0010_1_3_0169SET_registered.tif,IMG_0010_5_3_0169SET_registered.tif,IMG_0010_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4650,10580,10580,10580,IMG_0020_,IMG_0020_3_3_0169SET_registered.tif,IMG_0020_2_3_0169SET_registered.tif,IMG_0020_1_3_0169SET_registered.tif,IMG_0020_5_3_0169SET_registered.tif,IMG_0020_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4651,10581,10581,10581,IMG_0005_,IMG_0005_3_3_0169SET_registered.tif,IMG_0005_2_3_0169SET_registered.tif,IMG_0005_1_3_0169SET_registered.tif,IMG_0005_5_3_0169SET_registered.tif,IMG_0005_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4652,10582,10582,10582,IMG_0015_,IMG_0015_3_3_0169SET_registered.tif,IMG_0015_2_3_0169SET_registered.tif,IMG_0015_1_3_0169SET_registered.tif,IMG_0015_5_3_0169SET_registered.tif,IMG_0015_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4653,10583,10583,10583,IMG_0002_,IMG_0002_3_3_0169SET_registered.tif,IMG_0002_2_3_0169SET_registered.tif,IMG_0002_1_3_0169SET_registered.tif,IMG_0002_5_3_0169SET_registered.tif,IMG_0002_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4654,10584,10584,10584,IMG_0006_,IMG_0006_3_3_0169SET_registered.tif,IMG_0006_2_3_0169SET_registered.tif,IMG_0006_1_3_0169SET_registered.tif,IMG_0006_5_3_0169SET_registered.tif,IMG_0006_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4655,10585,10585,10585,IMG_0011_,IMG_0011_3_3_0169SET_registered.tif,IMG_0011_2_3_0169SET_registered.tif,IMG_0011_1_3_0169SET_registered.tif,IMG_0011_5_3_0169SET_registered.tif,IMG_0011_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4656,10586,10586,10586,IMG_0004_,IMG_0004_3_3_0169SET_registered.tif,IMG_0004_2_3_0169SET_registered.tif,IMG_0004_1_3_0169SET_registered.tif,IMG_0004_5_3_0169SET_registered.tif,IMG_0004_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4657,10587,10587,10587,IMG_0012_,IMG_0012_3_3_0169SET_registered.tif,IMG_0012_2_3_0169SET_registered.tif,IMG_0012_1_3_0169SET_registered.tif,IMG_0012_5_3_0169SET_registered.tif,IMG_0012_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4658,10588,10588,10588,IMG_0018_,IMG_0018_3_3_0169SET_registered.tif,IMG_0018_2_3_0169SET_registered.tif,IMG_0018_1_3_0169SET_registered.tif,IMG_0018_5_3_0169SET_registered.tif,IMG_0018_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4659,10589,10589,10589,IMG_0009_,IMG_0009_3_3_0169SET_registered.tif,IMG_0009_2_3_0169SET_registered.tif,IMG_0009_1_3_0169SET_registered.tif,IMG_0009_5_3_0169SET_registered.tif,IMG_0009_4_3_0169SET_registered.tif,Field64,2021-05-05,dense_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/dense_blackgrass,blackgrass,val
4660,14683,14683,14683,IMG_0040_,IMG_0040_3_0184SET_registered.tif,IMG_0040_2_0184SET_registered.tif,IMG_0040_1_0184SET_registered.tif,IMG_0040_5_0184SET_registered.tif,IMG_0040_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4661,14684,14684,14684,IMG_0005_,IMG_0005_3_0184SET_registered.tif,IMG_0005_2_0184SET_registered.tif,IMG_0005_1_0184SET_registered.tif,IMG_0005_5_0184SET_registered.tif,IMG_0005_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4662,14685,14685,14685,IMG_0015_,IMG_0015_3_0184SET_registered.tif,IMG_0015_2_0184SET_registered.tif,IMG_0015_1_0184SET_registered.tif,IMG_0015_5_0184SET_registered.tif,IMG_0015_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4663,14686,14686,14686,IMG_0052_,IMG_0052_3_0184SET_registered.tif,IMG_0052_2_0184SET_registered.tif,IMG_0052_1_0184SET_registered.tif,IMG_0052_5_0184SET_registered.tif,IMG_0052_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4664,14687,14687,14687,IMG_0081_,IMG_0081_3_0184SET_registered.tif,IMG_0081_2_0184SET_registered.tif,IMG_0081_1_0184SET_registered.tif,IMG_0081_5_0184SET_registered.tif,IMG_0081_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4665,14688,14688,14688,IMG_0064_,IMG_0064_3_0184SET_registered.tif,IMG_0064_2_0184SET_registered.tif,IMG_0064_1_0184SET_registered.tif,IMG_0064_5_0184SET_registered.tif,IMG_0064_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4666,14689,14689,14689,IMG_0116_,IMG_0116_3_0184SET_registered.tif,IMG_0116_2_0184SET_registered.tif,IMG_0116_1_0184SET_registered.tif,IMG_0116_5_0184SET_registered.tif,IMG_0116_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4667,14690,14690,14690,IMG_0107_,IMG_0107_3_0184SET_registered.tif,IMG_0107_2_0184SET_registered.tif,IMG_0107_1_0184SET_registered.tif,IMG_0107_5_0184SET_registered.tif,IMG_0107_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4668,14691,14691,14691,IMG_0098_,IMG_0098_3_0184SET_registered.tif,IMG_0098_2_0184SET_registered.tif,IMG_0098_1_0184SET_registered.tif,IMG_0098_5_0184SET_registered.tif,IMG_0098_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4669,14692,14692,14692,IMG_0075_,IMG_0075_3_0184SET_registered.tif,IMG_0075_2_0184SET_registered.tif,IMG_0075_1_0184SET_registered.tif,IMG_0075_5_0184SET_registered.tif,IMG_0075_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4670,14693,14693,14693,IMG_0024_,IMG_0024_3_0184SET_registered.tif,IMG_0024_2_0184SET_registered.tif,IMG_0024_1_0184SET_registered.tif,IMG_0024_5_0184SET_registered.tif,IMG_0024_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4671,14694,14694,14694,IMG_0046_,IMG_0046_3_0184SET_registered.tif,IMG_0046_2_0184SET_registered.tif,IMG_0046_1_0184SET_registered.tif,IMG_0046_5_0184SET_registered.tif,IMG_0046_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4672,14695,14695,14695,IMG_0087_,IMG_0087_3_0184SET_registered.tif,IMG_0087_2_0184SET_registered.tif,IMG_0087_1_0184SET_registered.tif,IMG_0087_5_0184SET_registered.tif,IMG_0087_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4673,14696,14696,14696,IMG_0111_,IMG_0111_3_0184SET_registered.tif,IMG_0111_2_0184SET_registered.tif,IMG_0111_1_0184SET_registered.tif,IMG_0111_5_0184SET_registered.tif,IMG_0111_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4674,14697,14697,14697,IMG_0019_,IMG_0019_3_0184SET_registered.tif,IMG_0019_2_0184SET_registered.tif,IMG_0019_1_0184SET_registered.tif,IMG_0019_5_0184SET_registered.tif,IMG_0019_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
4675,14698,14698,14698,IMG_0057_,IMG_0057_3_0184SET_registered.tif,IMG_0057_2_0184SET_registered.tif,IMG_0057_1_0184SET_registered.tif,IMG_0057_5_0184SET_registered.tif,IMG_0057_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,val
